City_names,Years,Asian_num,Asian_per,Latino_num,Latino_per,States,Black_num,A2B,L2B
Abilene,.5% sample,NA,NA,8180,9.140583969,TX,,,
Abilene,1960,91,0.100699363,NA,NA,TX,,,
Amarillo,1990,2960,1.877993846,23231,14.7390794,TX,9441,0.313526109522296,2.46065035483529
Amarillo,.Sample,2844,1.80439679,22779,14.45230467,TX,,,
Amarillo,1980,1523,1.020572271,13673,9.162366816,TX,8246,0.184695609992724,1.65813727868057
Amarillo,.Sample,1916,1.283924144,13814,9.256851839,TX,,,
Amarillo,.15% sample,NA,NA,7691,6.054141707,TX,,,
Amarillo,.5% sample,NA,NA,6476,5.097727434,TX,,,
Amarillo,1960,130,0.094224065,NA,NA,TX,,,
Arlington,1990,10271,3.924408053,23312,8.907195067,TX,22009,0.466672724794402,1.05920305329638
Arlington,.Sample,10359,3.957396576,22152,8.462616947,TX,,,
Arlington,1980,2362,1.475208134,6538,4.083366123,TX,4660,0.5068669527897,1.40300429184549
Arlington,.Sample,2479,1.548281526,6519,4.071499503,TX,,,
Arlington,.15% sample,NA,NA,2480,2.704913563,TX,,,
Arlington,.5% sample,NA,NA,3350,3.653814692,TX,,,
Arlington,1960,15,-,NA,NA,TX,,,
Austin,1990,14141,3.037012856,106868,22.95166466,TX,57868,0.2443664892514,1.84675468307182
Austin,.Sample,13939,2.993919373,105162,22.587456,TX,,,
Austin,1980,3642,1.054136661,64766,18.74580314,TX,42118,0.086471342418918,1.53772733748041
Austin,.Sample,4127,1.194348621,64945,18.7950015,TX,,,
Austin,.15% sample,NA,NA,36623,14.54499962,TX,,,
Austin,.5% sample,NA,NA,32375,12.79740376,TX,,,
Austin,1960,184,0.098635718,NA,NA,TX,,,
Beaumont,1990,1905,1.666331359,4919,4.302721237,TX,47164,0.040390976168264,0.104295649223984
Beaumont,.Sample,1856,1.623470343,5075,4.439176719,TX,,,
Beaumont,1980,933,0.789995089,4113,3.482582852,TX,43270,0.021562283337185,0.095054310145598
Beaumont,.Sample,1060,0.897529254,4126,3.493590286,TX,,,
Beaumont,.15% sample,NA,NA,2666,2.29505092,TX,,,
Beaumont,.5% sample,NA,NA,2919,2.512848325,TX,,,
Beaumont,1960,61,0.051185232,NA,NA,TX,,,
Corpus Christi,1990,2390,0.928324782,129708,50.38123463,TX,12347,0.193569288086175,10.5052239410383
Corpus Christi,.Sample,2305,0.895309047,128743,50.00640894,TX,,,
Corpus Christi,1980,1277,0.550433407,108175,46.62735615,TX,11889,0.107410211119522,9.09874674068467
Corpus Christi,.Sample,1439,0.620261294,108229,46.65063211,TX,,,
Corpus Christi,.15% sample,NA,NA,79590,38.90942157,TX,,,
Corpus Christi,.5% sample,NA,NA,71563,34.98523603,TX,,,
Corpus Christi,1960,63,-,NA,NA,TX,,,
Dallas,1990,21952,2.180206718,210240,20.88040545,TX,296994,0.073913951123592,0.707893088749268
Dallas,.Sample,21543,2.13968382,204712,20.33230999,TX,,,
Dallas,1980,7678,0.849263006,111083,12.28688233,TX,265594,0.028908785590036,0.418243635021875
Dallas,.Sample,9163,1.013523229,110511,12.22366753,TX,,,
Dallas,.15% sample,NA,NA,63246,7.491116691,TX,,,
Dallas,.5% sample,NA,NA,63806,7.552811441,TX,,,
Dallas,1960,359,0.052818663,NA,NA,TX,,,
El Paso,1990,5956,1.155737355,355669,69.01610969,TX,17708,0.336345154732324,20.0852157217077
El Paso,.Sample,6278,1.218220133,355260,68.93674492,TX,,,
El Paso,1980,3544,0.833374485,265819,62.50755422,TX,13466,0.263181345611169,19.7400118817763
El Paso,.Sample,3995,0.939427502,265997,62.54941106,TX,,,
El Paso,.15% sample,NA,NA,184627,57.29113979,TX,,,
El Paso,.5% sample,NA,NA,167714,52.06908435,TX,,,
El Paso,1960,1151,0.415993523,NA,NA,TX,,,
Fort Worth,1990,8910,1.990532127,87345,19.51324676,TX,98532,0.090427475337961,0.88646328096456
Fort Worth,.Sample,8465,1.891117222,85835,19.1759063,TX,,,
Fort Worth,1980,2340,0.607533414,48696,12.64292613,TX,87723,0.026674874320304,0.555110974316884
Fort Worth,.Sample,2954,0.766942046,48568,12.60962806,TX,,,
Fort Worth,.15% sample,NA,NA,31116,7.907175312,TX,,,
Fort Worth,.5% sample,NA,NA,35623,9.035981077,TX,,,
Fort Worth,1960,201,0.056418202,NA,NA,TX,,,
Galveston,1990,1387,2.348061622,12649,21.41357711,TX,17161,0.080822795874366,0.737078258842725
Galveston,.Sample,1439,2.436010293,12491,21.14538191,TX,,,
Galveston,1980,853,1.377984556,10987,17.74902265,TX,17908,0.047632343086889,0.6135246817065
Galveston,.Sample,742,1.198668864,11215,18.11734677,TX,,,
Galveston,.15% sample,NA,NA,10228,16.54480751,TX,,,
Galveston,.5% sample,NA,NA,11262,18.21740537,TX,,,
Galveston,1960,136,0.202456271,NA,NA,TX,,,
Garland,1990,8084,4.474951564,21015,11.63299197,TX,16028,0.504367357125031,1.31114299975044
Garland,.Sample,7986,4.421070114,20461,11.32726216,TX,,,
Garland,1980,1818,1.309260606,8731,6.287763671,TX,7398,0.245742092457421,1.18018383346851
Garland,.Sample,1842,1.326544575,8880,6.395068308,TX,,,
Garland,.15% sample,NA,NA,2551,3.136449701,TX,,,
Garland,.5% sample,NA,NA,2916,3.585216515,TX,,,
Garland,1960,10,-,NA,NA,TX,,,
Houston,1990,67113,4.115965565,450483,27.62762081,TX,457990,0.146538134020393,0.983608812419485
Houston,.Sample,66008,4.047901724,442943,27.1632186,TX,,,
Houston,1980,32944,2.065275857,281331,17.63678127,TX,440346,0.074813896345147,0.638886239457154
Houston,.Sample,35448,2.222212471,280691,17.59633944,TX,,,
Houston,.15% sample,NA,NA,139673,11.34103406,TX,,,
Houston,.5% sample,NA,NA,130665,10.51365774,TX,,,
Houston,1960,2159,0.230116849,NA,NA,TX,,,
Irving,1990,7146,4.609222315,25238,16.27869476,TX,11653,0.613232643954347,2.1657942160817
Irving,.Sample,6981,4.502796107,24829,16.01488677,TX,,,
Irving,1980,1320,1.200622141,8097,7.364725358,TX,1644,0.802919708029197,4.92518248175182
Irving,.Sample,1584,1.440746569,8107,7.37382098,TX,,,
Irving,.15% sample,NA,NA,3527,3.624350042,TX,,,
Irving,.5% sample,NA,NA,4725,4.855416487,TX,,,
Irving,1960,36,0.078286398,NA,NA,TX,,,
Laredo,1990,473,0.384868876,115360,93.86569459,TX,144,3.28472222222222,801.111111111111
Laredo,.Sample,413,0.3360483,115338,93.84779372,TX,,,
Laredo,1980,77,0.084199937,85076,93.03108837,TX,89,0.865168539325843,955.910112359551
Laredo,.Sample,62,0.067797352,85057,93.01031176,TX,,,
Laredo,.15% sample,NA,NA,58980,85.56506601,TX,,,
Laredo,.5% sample,NA,NA,54949,79.71710431,TX,,,
Laredo,1960,58,0.095586539,NA,NA,TX,,,
Lubbock,1990,2617,1.405432693,41916,22.51055283,TX,15939,0.164188468536295,2.62977602108037
Lubbock,.Sample,2442,1.310922746,41708,22.38983042,TX,,,
Lubbock,1980,1522,0.874818225,32791,18.84767702,TX,14204,0.107152914671923,2.30857504928189
Lubbock,.Sample,1725,0.991498974,32667,18.77640405,TX,,,
Lubbock,.15% sample,NA,NA,23082,15.48078148,TX,,,
Lubbock,.5% sample,NA,NA,21914,14.69741987,TX,,,
Lubbock,1960,56,-,NA,NA,TX,,,
Mesquite,1990,2666,2.627015096,8900,8.769855347,TX,5912,0.450947225981055,1.50541271989175
Mesquite,.Sample,2700,2.660517914,8764,8.635844074,TX,,,
Mesquite,1980,520,0.775505943,3642,5.431524317,TX,387,1.34366925064599,9.4108527131783
Mesquite,.Sample,551,0.821738028,3679,5.486704547,TX,,,
Mesquite,.15% sample,NA,NA,2046,3.708268387,TX,,,
Mesquite,.5% sample,NA,NA,2883,5.225287273,TX,,,
Mesquite,1960,7,-,NA,NA,TX,,,
Pasadena,1990,1873,1.569162973,34411,28.82886657,TX,1162,1.6118760757315,29.6135972461274
Pasadena,.Sample,1846,1.546542899,34259,28.70152392,TX,,,
Pasadena,1980,1147,1.019012082,19130,16.99538024,TX,950,1.20736842105263,20.1368421052632
Pasadena,.Sample,1198,1.064321251,19152,17.01492537,TX,,,
Pasadena,.15% sample,NA,NA,6108,6.833972946,TX,,,
Pasadena,.5% sample,NA,NA,5089,5.693858599,TX,,,
Pasadena,1960,40,0.068100175,NA,NA,TX,,,
Plano,1990,5158,4.007365223,8019,6.230139924,TX,5325,0.968638497652582,1.50591549295775
Plano,.Sample,5180,4.02552087,7804,6.064703642,TX,,,
Plano,1980,844,1.166857917,2524,3.489513487,TX,2383,0.354175409148133,1.05916911456148
Plano,.Sample,934,1.2913216,2495,3.449515409,TX,,,
Plano,.15% sample,NA,NA,410,2.294091316,TX,,,
Plano,.5% sample,NA,NA,736,4.118173679,TX,,,
Plano,1960,-,-,NA,NA,TX,,,
San Antonio,1990,10703,1.143564764,520282,55.58966294,TX,65884,0.162452188695283,7.89694007649809
San Antonio,.Sample,10625,1.135238112,517974,55.34341888,TX,,,
San Antonio,1980,5087,0.647299842,421954,53.69191225,TX,57700,0.088162911611785,7.31289428076257
San Antonio,.Sample,5821,0.74076525,421808,53.67818388,TX,,,
San Antonio,.15% sample,NA,NA,335950,51.3317687,TX,,,
San Antonio,.5% sample,NA,NA,293601,44.89806217,TX,,,
San Antonio,1960,1327,0.225788558,NA,NA,TX,,,
Waco,1990,955,0.921903659,16934,16.34713775,TX,23972,0.039838144501919,0.706407475387953
Waco,.Sample,896,0.864948354,16722,16.1424848,TX,,,
Waco,1980,371,0.366379949,11240,11.10002864,TX,22042,0.016831503493331,0.509935577533799
Waco,.Sample,300,0.296261184,11169,11.02980388,TX,,,
Waco,.15% sample,NA,NA,7413,7.776472316,TX,,,
Waco,.5% sample,NA,NA,7274,7.630656904,TX,,,
Waco,1960,78,0.079748078,NA,NA,TX,,,
Wichita Falls,1990,1762,1.830478189,9661,10.03646412,TX,10788,0.163329625509826,0.895532072673341
Wichita Falls,.Sample,1749,1.816972958,9525,9.895178633,TX,,,
Wichita Falls,1980,1210,1.284487426,7162,7.602891689,TX,10449,0.115800555077041,0.685424442530386
Wichita Falls,.Sample,1374,1.458583242,7181,7.623061326,TX,,,
Wichita Falls,.15% sample,NA,NA,5654,5.869894728,TX,,,
Wichita Falls,.5% sample,NA,NA,5229,5.428666348,TX,,,
Wichita Falls,1960,175,0.172034132,NA,NA,TX,,,
Provo,1970,325,0.61169562,NA,NA,UT,,,
Ogden,1970,534,0.768588618,NA,NA,UT,,,
Salt Lake City,1970,1996,1.134832419,NA,NA,UT,,,
Ogden,1990,1123,1.757185999,7669,11.99987482,UT,1741,0.645031591039632,4.40493968983343
Ogden,.Sample,1252,1.959035504,7553,11.81836674,UT,,,
Ogden,1980,699,1.085285761,6324,9.818808515,UT,1723,0.405687753917586,3.67034242600116
Ogden,.Sample,851,1.321284953,6375,9.897992454,UT,,,
Ogden,.15% sample,NA,NA,5506,7.926293817,UT,,,
Ogden,.5% sample,NA,NA,4680,6.737205787,UT,,,
Ogden,1960,625,0.89035144,NA,NA,UT,,,
Provo,1990,2374,2.733920654,3623,4.172280762,UT,229,10.3668122270742,15.82096069869
Provo,.Sample,2277,2.621822034,3576,4.117538688,UT,,,
Provo,1980,1096,1.478922653,2153,2.90521941,UT,104,10.5384615384615,20.7019230769231
Provo,.Sample,1203,1.623306526,2122,2.863388568,UT,,,
Provo,.15% sample,NA,NA,1115,2.09898157,UT,,,
Provo,.5% sample,NA,NA,835,1.571883059,UT,,,
Provo,1960,131,0.363414431,NA,NA,UT,,,
Salt Lake City,1990,7566,4.730642257,15508,9.696378551,UT,2752,2.74927325581395,5.63517441860465
Salt Lake City,.Sample,7512,4.696878752,15220,9.516306523,UT,,,
Salt Lake City,1980,3329,2.041917894,12311,7.551231959,UT,2523,1.31946095917558,4.87950852160127
Salt Lake City,.Sample,5204,3.191991805,12510,7.673293137,UT,,,
Salt Lake City,.15% sample,NA,NA,11196,6.368673136,UT,,,
Salt Lake City,.5% sample,NA,NA,7562,4.30152789,UT,,,
Salt Lake City,1960,1957,1.032968425,NA,NA,UT,,,
Roanoke,1970,62,0.06730717,NA,NA,VA,,,
Petersburg,1970,48,0.13295294,NA,NA,VA,,,
Chesapeake,1970,153,0.170797053,NA,NA,VA,,,
Richmond,1970,445,0.178270258,NA,NA,VA,,,
Newport News,1970,440,0.318432156,NA,NA,VA,,,
Hampton,1970,386,0.319591982,NA,NA,VA,,,
Portsmouth,1970,489,0.440687436,NA,NA,VA,,,
Alexandria,1970,517,0.466026069,3332,NA,VA,,,
Virginia Beach,1970,1133,0.658315224,NA,NA,VA,,,
Arlington,1970,1387,0.7958275,NA,NA,VA,,,
Norfolk,1970,4567,1.483028144,NA,NA,VA,,,
Alexandria,1990,4632,4.16610453,10778,9.693928029,VA,24339,0.190311845186737,0.442828382431489
Alexandria,.Sample,4687,4.215572525,10440,9.389924719,VA,,,
Alexandria,1980,2888,2.797988703,4042,3.916021586,VA,23006,0.125532469790489,0.175693297400678
Alexandria,.Sample,3381,3.275623202,4251,4.11850761,VA,,,
Alexandria,.15% sample,NA,NA,2461,2.218356199,VA,,,
Alexandria,.5% sample,NA,NA,NA,NA,VA,,,
Alexandria,1960,225,0.247190271,NA,NA,VA,,,
Arlington,1990,11560,6.762765011,23089,13.50739458,VA,17940,0.644370122630992,1.28701226309922
Arlington,.Sample,11596,6.783825525,22742,13.30439463,VA,,,
Arlington,1980,6631,4.345375789,8863,5.808032818,VA,14028,0.47269746221842,0.631807812945537
Arlington,.Sample,7684,5.035419629,8781,5.75429721,VA,,,
Arlington,.15% sample,NA,NA,6315,3.623396296,VA,,,
Arlington,.5% sample,NA,NA,4890,2.805765303,VA,,,
Arlington,1960,437,0.267440224,NA,NA,VA,,,
Chesapeake,1990,1899,1.249539401,1913,1.258751382,VA,41662,0.045581105083769,0.045917142719985
Chesapeake,.Sample,1815,1.194267516,1575,1.036347844,VA,,,
Chesapeake,1980,958,0.836783537,1059,0.925003931,VA,31600,0.030316455696203,0.033512658227848
Chesapeake,.Sample,1124,0.981779432,772,0.674318257,VA,,,
Chesapeake,.15% sample,NA,NA,490,0.546997098,VA,,,
Chesapeake,.5% sample,NA,NA,638,0.712212547,VA,,,
Hampton,1990,2339,1.748223001,2636,1.970207709,VA,51981,0.044997210519228,0.050710836651854
Hampton,.Sample,2319,1.733274536,2506,1.873042685,VA,,,
Hampton,1980,1223,0.997414714,1703,1.388877562,VA,42072,0.029069214679597,0.040478227799962
Hampton,.Sample,1140,0.929724263,1563,1.274700898,VA,,,
Hampton,.15% sample,NA,NA,1625,1.345432567,VA,,,
Hampton,.5% sample,NA,NA,1159,0.959603905,VA,,,
Hampton,1960,144,0.161330077,NA,NA,VA,,,
Newport News,1990,3969,2.334088036,4710,2.769855038,VA,57077,0.069537642132558,0.082520104420345
Newport News,.Sample,3981,2.341144991,4562,2.682819254,VA,,,
Newport News,1980,1906,1.315362691,2587,1.785332257,VA,45584,0.041812916812917,0.056752369252369
Newport News,.Sample,1962,1.354009234,2615,1.804655528,VA,,,
Newport News,.15% sample,NA,NA,2091,1.51327645,VA,,,
Newport News,.5% sample,NA,NA,1785,1.29182136,VA,,,
Newport News,1960,277,0.24370502,NA,NA,VA,,,
Norfolk,1990,6815,2.608822145,7611,2.913535633,VA,102012,0.066805865976552,0.07460886954476
Norfolk,.Sample,6680,2.557143349,7240,2.771514648,VA,,,
Norfolk,1980,7149,2.677738699,6074,2.275085306,VA,93987,0.076063710938747,0.064625958909211
Norfolk,.Sample,7075,2.650021163,5792,2.169459021,VA,,,
Norfolk,.15% sample,NA,NA,4852,1.575575335,VA,,,
Norfolk,.5% sample,NA,NA,3908,1.26903306,VA,,,
Norfolk,1960,1308,0.427629858,NA,NA,VA,,,
Petersburg,1990,289,0.752878654,472,1.229614964,VA,27688,0.01043773475874,0.017047096214967
Petersburg,.Sample,310,0.807586099,373,0.971708435,VA,,,
Petersburg,1980,309,0.752648886,462,1.125319693,VA,25080,0.01232057416268,0.018421052631579
Petersburg,.Sample,253,0.616246499,435,1.059554256,VA,,,
Petersburg,.15% sample,NA,NA,204,0.565049996,VA,,,
Petersburg,.5% sample,NA,NA,112,0.310223527,VA,,,
Petersburg,1960,14,-,NA,NA,VA,,,
Portsmouth,1990,827,0.79590403,1364,1.312712329,VA,49180,0.016815778771859,0.027734851565677
Portsmouth,.Sample,727,0.699664123,1427,1.373343471,VA,,,
Portsmouth,1980,718,0.686575442,1042,0.996395001,VA,47185,0.015216700222528,0.022083289180884
Portsmouth,.Sample,764,0.73056217,917,0.87686585,VA,,,
Portsmouth,.15% sample,NA,NA,758,0.683110586,VA,,,
Portsmouth,.5% sample,NA,NA,1219,1.098564386,VA,,,
Portsmouth,1960,313,0.272712223,NA,NA,VA,,,
Richmond,1990,1787,0.880052793,1898,0.934717516,VA,112122,0.015937996111379,0.016927989154671
Richmond,.Sample,1664,0.81947837,1744,0.858876369,VA,,,
Richmond,1980,976,0.445227038,2210,1.00814729,VA,112357,0.008686597185756,0.019669446496436
Richmond,.Sample,1110,0.506354521,2143,0.977583548,VA,,,
Richmond,.15% sample,NA,NA,1604,0.642574142,VA,,,
Richmond,.5% sample,NA,NA,2728,1.092856771,VA,,,
Richmond,1960,194,0.088198656,NA,NA,VA,,,
Roanoke,1990,717,0.743799081,665,0.689855493,VA,23395,0.030647574268006,0.028424877110494
Roanoke,.Sample,782,0.811228565,719,0.745873834,VA,,,
Roanoke,1980,312,0.311315107,681,0.679505089,VA,22040,0.01415607985481,0.030898366606171
Roanoke,.Sample,329,0.328277789,582,0.580722411,VA,,,
Roanoke,.15% sample,NA,NA,354,0.384302231,VA,,,
Roanoke,.5% sample,NA,NA,277,0.300711068,VA,,,
Roanoke,1960,11,-,NA,NA,VA,,,
Virginia Beach,1990,17025,4.331300611,12137,3.087753041,VA,54671,0.311408242029595,0.222000695066854
Virginia Beach,.Sample,16947,4.311456767,12128,3.085463366,VA,,,
Virginia Beach,1980,6570,2.50573038,5160,1.967970892,VA,26291,0.249895401468183,0.19626488151839
Virginia Beach,.Sample,6489,2.474837814,5269,2.00954237,VA,,,
Virginia Beach,.15% sample,NA,NA,2292,1.331737418,VA,,,
Virginia Beach,.5% sample,NA,NA,2294,1.332899492,VA,,,
Virginia Beach,1960,NA,NA,NA,NA,VA,,,
Rutland ,1970,19,0.098481314,(NA),(NA),VT,,,
Barre,1970,11,0.107748065,(NA),(NA),VT,,,
Burlington ,1970,66,0.170838402,(NA),(NA),VT,,,
Barre,1990,19,0.200379667,189,1.993250369,VT,24,0.791666666666667,7.875
Barre,.Sample,6,0.063277789,236,2.488926387,VT,,,
Barre,1980,14,0.142508143,298,3.033387622,VT,4,3.5,74.5
Barre,.Sample,61,0.620928339,305,3.104641694,VT,,,
Barre,.15% sample,(NA),(NA),430,4.211969831,VT,,,
Barre,.5% sample,(NA),(NA),327,3.148165977,VT,,,
Barre,1960,8,0.077019351,(NA),(NA),VT,,,
Burlington ,1990,583,1.49001968,483,1.23444169,VT,390,1.4948717948718,1.23846153846154
Burlington ,.Sample,513,1.311115087,560,1.431236742,VT,,,
Burlington ,1980,143,0.379189648,285,0.75572762,VT,218,0.655963302752294,1.30733944954128
Burlington ,.Sample,198,0.52503182,347,0.920131523,VT,,,
Burlington ,.15% sample,(NA),(NA),117,0.302849895,VT,,,
Burlington ,.5% sample,(NA),(NA),269,0.696295913,VT,,,
Burlington,1960,40,0.112577749,(NA),(NA),VT,,,
Rutland ,1990,84,0.460778936,82,0.449808009,VT,72,1.16666666666667,1.13888888888889
Rutland ,.Sample,75,0.411409764,121,0.663741086,VT,,,
Rutland ,1980,45,0.244087655,113,0.612931222,VT,40,1.125,2.825
Rutland ,.Sample,32,0.173573443,110,0.596658711,VT,,,
Rutland ,.15% sample,(NA),(NA),86,0.445757529,VT,,,
Rutland ,.5% sample,(NA),(NA),-,-,VT,,,
Rutland ,1960,5,-,(NA),(NA),VT,,,
Spokane,1970,1233,0.723099299,(NA),(NA),WA,,,
Tacoma,1970,1449,0.93737264,(NA),(NA),WA,,,
Seattle,1970,22077,4.158950777,(NA),(NA),WA,,,
Seattle,1990,60819,11.78071472,18349,3.554223752,WA,51948,1.17076692076692,0.353218603218603
Seattle,.Sample,61293,11.8725291,17058,3.304155472,WA,,,
Seattle,1980,36613,7.413849662,12646,2.560717309,WA,46755,0.783082023313015,0.270473746123409
Seattle,.Sample,38936,7.884239216,12744,2.580561552,WA,,,
Seattle,.15% sample,NA,NA,10835,2.041027766,WA,,,
Seattle,.5% sample,NA,NA,8256,1.555212297,WA,,,
Seattle,1960,17182,3.084257935,(NA),(NA),WA,,,
Spokane,1990,3686,2.080182397,3677,2.075103275,WA,3416,1.07903981264637,1.07640515222482
Spokane,.Sample,3835,2.164270074,2820,1.591458046,WA,,,
Spokane,1980,2337,1.364273205,2554,1.490951547,WA,2767,0.844597036501626,0.923021322732201
Spokane,.Sample,2671,1.559252773,2733,1.595446585,WA,,,
Spokane,.15% sample,NA,NA,1824,1.06969434,WA,,,
Spokane,.5% sample,(NA),(NA),1120,0.656829858,WA,,,
Spokane,1960,1406,0.774194969,(NA),(NA),WA,,,
Tacoma,1990,12216,6.914821356,6670,3.775528687,WA,20110,0.607458975634013,0.331675783192442
Tacoma,.Sample,12295,6.959539012,6270,3.549110175,WA,,,
Tacoma,1980,4737,2.988624677,3869,2.440994063,WA,14507,0.326532019025298,0.266698835045151
Tacoma,.Sample,5647,3.562753547,4159,2.623958208,WA,,,
Tacoma,.15% sample,NA,NA,2248,1.453238433,WA,,,
Tacoma,.5% sample,(NA),(NA),2101,1.358209052,WA,,,
Tacoma,1960,922,0.62306138,(NA),(NA),WA,,,
Racine,1970,98,0.102982283,NA,NA,WI,,,
Milwaukee,1970,1772,0.247106745,NA,NA,WI,,,
Madison,1970,1409,0.813238061,NA,NA,WI,,,
Madison,1990,7471,3.906160136,3877,2.027062354,WI,8109,0.921321987914663,0.478110741151807
Madison,.Sample,7406,3.872175341,3614,1.889554642,WI,,,
Madison,1980,2688,1.575467717,2242,1.314061987,WI,4603,0.583966978057788,0.487073647621117
Madison,.Sample,3176,1.86149013,2451,1.436559291,WI,,,
Madison,.15% sample,NA,NA,1718,0.991035684,WI,,,
Madison,.5% sample,NA,NA,2190,1.263310913,WI,,,
Madison,1960,523,0.412766562,NA,NA,WI,,,
Milwaukee,1990,11817,1.881424259,39409,6.274439251,WI,191255,0.061786619957648,0.206054743666832
Milwaukee,.Sample,11831,1.883653246,37420,5.95776388,WI,,,
Milwaukee,1980,3600,0.565849119,26111,4.1041351,WI,146940,0.024499795835035,0.177698380291275
Milwaukee,.Sample,4451,0.699609564,26487,4.163234897,WI,,,
Milwaukee,.15% sample,NA,NA,15589,2.17386454,WI,,,
Milwaukee,.5% sample,NA,NA,22113,3.083627338,WI,,,
Milwaukee,1960,1117,0.150676357,NA,NA,WI,,,
Milwaukee,.5% sample,NA,NA,1020,0.173625296,WI,,,
Racine,1990,458,0.543310636,6853,8.129492989,WI,15551,0.029451482219793,0.44067905600926
Racine,.Sample,589,0.698711713,6484,7.691760184,WI,,,
Racine,1980,293,0.34179061,5501,6.417031204,WI,12633,0.023193224095623,0.435446845563207
Racine,.Sample,308,0.359267468,5645,6.584626152,WI,,,
Racine,.15% sample,NA,NA,3866,4.0642116,WI,,,
Racine,.5% sample,NA,NA,3437,3.613216572,WI,,,
Racine,1960,25,-,NA,NA,WI,,,
Huntington,1970,64,0.086119895,NA,NA,WV,,,
Wheeling,1970,62,0.128662738,NA,NA,WV,,,
Charleston,1970,144,0.201384519,NA,NA,WV,,,
Charleston,1990,732,1.277776808,356,0.621432437,WV,8163,0.089672914369717,0.043611417371065
Charleston,.Sample,729,1.272540018,329,0.574301325,WV,,,
Charleston,1980,494,0.772261131,400,0.625312656,WV,7813,0.063227953410982,0.051196723409702
Charleston,.Sample,706,1.103676838,705,1.102113557,WV,,,
Charleston,.15% sample,NA,NA,196,0.274106706,WV,,,
Charleston,.5% sample,NA,NA,131,0.183203972,WV,,,
Charleston,1960,34,-,NA,NA,WV,,,
Huntington,1990,255,0.464955146,295,0.537889286,WV,3700,0.068918918918919,0.07972972972973
Huntington,.Sample,228,0.415724601,210,0.382904237,WV,,,
Huntington,1980,200,0.314050625,314,0.493059481,WV,4264,0.046904315196998,0.073639774859287
Huntington,.Sample,207,0.325042397,433,0.679919603,WV,,,
Huntington,.15% sample,NA,NA,372,0.500524744,WV,,,
Huntington,.5% sample,NA,NA,105,0.141277145,WV,,,
Huntington,1960,50,0.059789302,NA,NA,WV,,,
Wheeling,1990,250,0.716702024,103,0.295281234,WV,1555,0.160771704180064,0.066237942122187
Wheeling,.Sample,161,0.461569336,113,0.323958602,WV,,,
Wheeling,1980,166,0.385419085,211,0.489900163,WV,1924,0.086278586278586,0.10966735966736
Wheeling,.Sample,107,0.248450089,259,0.601388534,WV,,,
Wheeling,.15% sample,NA,NA,128,0.265742106,WV,,,
Wheeling,.5% sample,NA,NA,299,0.62075695,WV,,,
Wheeling,1960,41,0.076779026,NA,NA,WV,,,
Casper,1970,52,0.132110465,NA,NA,WY,,,
Cheyenne,1970,169,0.413061544,NA,NA,WY,,,
Laramie,1970,183,0.79073586,NA,NA,WY,,,
Casper,1990,254,0.543408498,1843,3.942920714,WY,433,0.586605080831409,4.25635103926097
Casper,.Sample,190,0.406486672,1811,3.874459801,WY,,,
Casper,1980,211,0.413595735,1982,3.885055669,WY,440,0.479545454545455,4.50454545454546
Casper,.Sample,177,0.346949976,2019,3.957581935,WY,,,
Casper,.15% sample,NA,NA,1478,3.751554687,WY,,,
Casper,.5% sample,NA,NA,1179,2.992613651,WY,,,
Casper,1960,63,0.161828924,NA,NA,WY,,,
Cheyenne,1990,584,1.16781315,5912,11.82210846,WY,1561,0.374119154388213,3.78731582319026
Cheyenne,.Sample,616,1.231802912,5804,11.60614302,WY,,,
Cheyenne,1980,380,0.80367151,5382,11.38252649,WY,1402,0.271041369472183,3.83880171184023
Cheyenne,.Sample,401,0.848084935,5442,11.50942199,WY,,,
Cheyenne,.15% sample,NA,NA,5082,12.42785875,WY,,,
Cheyenne,.5% sample,NA,NA,3502,8.564022303,WY,,,
Cheyenne,1960,160,0.367773819,NA,NA,WY,,,
Laramie,1990,619,2.319481395,1778,6.662419905,WY,245,2.5265306122449,7.25714285714286
Laramie,.Sample,516,1.933525687,1753,6.568741335,WY,,,
Laramie,1980,269,1.102007374,1578,6.464563703,WY,293,0.918088737201365,5.38566552901024
Laramie,.Sample,340,1.392871774,1571,6.435886932,WY,,,
Laramie,.15% sample,NA,NA,1782,7.714285714,WY,,,
Laramie,.5% sample,NA,NA,1296,5.61038961,WY,,,
Laramie,1960,99,0.565068493,NA,NA,WY,,,
Washington DC,.Sample,11233,1.850881529,31358,5.166913824,DC,,,
Washington DC,.Sample,6883,1.078277325,17777,2.78491007,DC,,,
Washington DC,.15% sample,NA,NA,15671,2.071535456,DC,,,
Washington DC,.5% sample,NA,NA,15108,1.997065472,DC,,,
Washington DC,1960,4690,0.613909702,NA,NA,DC,,,
Washington DC,.5% sample,NA,NA,720,0.108582382,DC,,,
Washington DC,1970,4895,0.64705027,NA,NA,DC,,,
